Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Unnamed: 81,Unnamed: 82
2126,50,3,60.0,9144,1,1,3,3,0,4,0,3,2,2,0,0,6,4,1915,2004,1,0,12,13,3,0.0,3,2,0,3,3,3,5,0,5,0,810,810,1,0,1,4,1170,546,0,1716,0.0,0.0,2,0,4,1,2,8,6,0,5,5,1970.0,2,2,672,4,4,2,0,195,0,0,0,0,3,4,4,0,3,2008,8,4,0.0,1
2127,60,4,57.0,8094,1,0,3,3,0,4,0,17,2,2,1,4,6,8,1910,1983,1,0,13,14,3,0.0,3,4,2,3,3,2,4,196,5,0,1046,1242,1,2,1,4,1242,742,0,1984,0.0,0.0,2,0,5,1,3,8,6,0,5,5,0.0,3,1,360,5,5,2,64,0,180,0,0,0,3,2,2,1000,9,2008,8,4,0.0,1
2128,50,4,63.0,4347,1,2,3,3,0,4,0,17,2,2,0,0,6,8,1910,1950,2,0,8,8,3,0.0,2,4,0,2,1,3,5,0,5,0,796,796,1,0,1,4,825,784,0,1609,0.0,0.0,1,0,3,1,3,7,6,0,5,5,1910.0,2,1,228,1,1,0,0,182,0,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2129,30,4,0.0,6291,0,2,0,3,0,4,0,9,7,2,0,2,6,6,1930,1950,1,0,11,15,3,0.0,2,2,0,3,3,3,5,0,5,0,768,768,1,4,1,4,768,0,0,768,0.0,0.0,1,0,1,1,3,4,6,0,5,5,1930.0,2,2,440,4,4,0,0,0,84,0,0,0,3,4,4,0,7,2008,8,4,0.0,1
2130,70,4,60.0,10266,1,2,3,3,0,4,0,9,2,2,0,5,6,6,1952,1952,1,0,8,8,3,0.0,3,4,1,3,3,3,4,372,5,0,396,768,1,4,1,0,768,768,0,1536,0.0,0.0,1,1,4,1,3,7,6,0,5,5,1952.0,2,1,308,4,4,2,0,216,80,0,0,0,3,4,4,0,5,2008,0,0,0.0,1
2131,50,4,60.0,6876,1,2,3,0,0,4,0,9,2,2,0,0,6,6,1938,1958,1,0,13,14,3,0.0,3,4,0,3,3,3,5,0,5,0,1272,1272,1,4,1,4,1272,0,697,1969,0.0,0.0,2,0,4,1,3,9,2,1,2,5,1938.0,2,2,400,4,4,2,0,34,0,0,0,0,3,4,4,0,11,2008,0,4,0.0,1
2132,50,4,0.0,10320,1,0,3,3,0,4,0,9,2,2,0,0,5,6,1915,1978,1,0,6,6,3,0.0,3,1,0,3,0,3,5,0,5,0,880,880,1,2,1,4,880,428,0,1308,0.0,0.0,2,0,2,1,3,6,6,0,5,5,1950.0,2,2,400,1,1,2,0,0,117,0,0,0,3,4,4,0,4,2008,8,4,0.0,1
2133,30,4,60.0,7200,1,2,3,3,0,0,0,9,2,2,0,2,6,7,1925,1992,1,0,12,13,3,0.0,3,4,1,3,3,3,5,0,5,0,1040,1040,1,2,1,4,1040,0,0,1040,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1993.0,2,2,320,4,4,2,0,132,0,0,0,0,3,4,4,0,7,2008,8,4,0.0,1
2134,50,4,62.0,7006,1,2,3,3,0,4,0,9,2,2,0,0,6,6,1925,1950,1,0,11,12,3,0.0,3,4,2,3,3,3,4,121,5,0,647,768,1,4,1,4,788,448,0,1236,1.0,0.0,2,0,3,1,3,6,6,1,2,5,1985.0,2,1,384,4,4,2,0,0,0,0,0,0,3,2,4,0,8,2008,8,3,0.0,1
2135,30,4,60.0,10320,1,2,3,3,0,4,0,9,7,2,0,2,5,8,1912,1991,1,0,13,14,3,0.0,3,4,0,1,3,3,5,0,5,0,451,451,1,4,1,4,759,0,0,759,0.0,0.0,1,0,1,1,3,5,6,0,5,5,1997.0,2,2,576,4,4,0,40,0,0,0,0,0,3,4,4,0,8,2008,3,3,0.0,1
2136,190,4,60.0,10320,1,0,3,3,0,4,0,9,2,2,1,5,3,3,1915,1950,1,0,1,1,3,0.0,1,1,2,3,0,3,5,0,5,0,536,536,1,0,0,1,808,536,0,1344,0.0,0.0,2,0,3,2,3,8,6,0,5,6,0.0,3,0,0,5,5,0,42,0,204,0,0,0,3,4,4,0,5,2008,8,4,0.0,1
2137,20,3,82.0,9488,1,2,3,3,0,4,0,19,1,2,0,2,5,6,1947,1993,1,0,12,13,3,0.0,2,4,1,3,3,3,5,0,5,0,1046,1046,1,2,0,4,1054,0,0,1054,0.0,0.0,1,0,3,1,3,6,6,0,5,5,1947.0,2,1,240,4,4,2,0,60,122,0,0,0,3,4,4,0,9,2008,8,0,0.0,1
2138,85,3,0.0,11235,1,2,3,3,0,0,0,19,1,2,0,6,5,6,1963,1963,1,0,6,14,3,0.0,3,4,1,2,3,0,0,784,5,0,197,981,1,4,1,4,1075,0,0,1075,1.0,0.0,1,0,3,1,2,6,6,0,5,5,1996.0,2,2,440,4,4,2,64,0,0,0,64,0,3,2,4,0,5,2008,8,0,0.0,1
2139,80,3,80.0,13014,1,2,3,3,0,4,0,19,2,2,0,7,6,5,1978,1978,1,0,6,10,1,39.0,3,4,1,3,3,0,0,528,5,0,480,1008,1,4,1,4,1096,0,0,1096,1.0,0.0,1,0,3,1,3,6,6,1,1,1,1978.0,2,2,484,4,4,2,168,0,0,0,0,0,3,4,4,0,12,2008,8,4,0.0,1
2140,20,3,68.0,10265,1,2,0,3,0,4,0,19,2,2,0,2,5,7,1967,2005,1,0,6,6,3,0.0,3,1,1,3,3,3,0,758,5,0,234,992,1,0,1,4,992,0,0,992,1.0,0.0,1,0,3,1,2,6,6,0,5,1,1967.0,1,1,294,4,4,2,204,0,0,0,0,0,3,2,2,600,7,2008,8,4,0.0,1
2141,85,3,0.0,7703,1,2,0,3,0,1,0,19,2,2,0,6,6,8,1978,1978,1,0,6,6,0,40.0,3,4,1,2,3,1,0,450,5,0,0,450,1,0,1,4,1034,0,0,1034,0.0,1.0,1,0,3,1,3,6,6,1,3,2,1978.0,0,2,504,4,4,2,311,0,0,0,0,0,3,1,4,0,5,2008,8,4,0.0,1
2142,20,3,0.0,9981,1,2,0,3,0,0,0,19,2,2,0,2,5,5,1967,1967,1,0,8,8,1,340.0,3,4,1,3,3,2,1,221,5,0,852,1073,1,2,1,4,1073,0,0,1073,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1967.0,1,1,270,4,4,2,0,90,0,0,0,0,3,2,4,0,3,2008,8,4,0.0,1
2143,85,3,0.0,7400,1,2,0,3,0,1,0,19,2,2,0,6,5,5,1984,1984,1,0,12,13,3,0.0,3,4,2,2,3,0,3,104,0,956,0,1060,1,4,1,4,1126,0,0,1126,1.0,0.0,1,0,2,1,3,5,6,0,5,1,1984.0,2,2,506,4,4,2,178,0,0,0,0,0,3,4,4,0,3,2008,8,4,0.0,1
2144,190,3,60.0,12900,1,2,3,3,0,4,0,19,1,2,1,2,5,4,1920,1950,1,0,3,12,3,0.0,3,4,2,3,0,3,1,1300,5,0,0,1300,1,1,1,4,1140,0,0,1140,1.0,0.0,1,0,3,1,3,6,6,0,5,4,1920.0,2,2,400,4,4,2,0,0,190,0,0,0,3,4,4,0,1,2008,8,2,0.0,1
2145,20,3,94.0,9239,1,2,3,3,0,4,0,19,1,2,0,2,5,8,1963,2003,1,0,12,13,3,0.0,3,2,1,3,3,3,2,634,5,0,326,960,1,0,1,4,960,0,0,960,1.0,0.0,1,0,3,1,2,6,6,0,5,1,1963.0,0,1,300,4,4,2,168,0,0,0,0,0,3,4,4,0,5,2008,8,4,0.0,1
2146,20,3,88.0,14175,1,2,3,3,0,4,0,19,3,2,0,2,6,8,1956,1956,1,0,6,6,3,0.0,3,4,1,3,1,1,2,776,5,0,212,988,1,4,1,0,1188,0,0,1188,1.0,0.0,1,0,1,1,3,4,6,1,4,1,1956.0,2,2,621,4,4,2,102,89,231,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2147,190,3,0.0,10532,1,2,3,3,0,0,0,4,2,2,0,2,5,3,1960,1960,0,4,9,10,2,275.0,3,4,1,3,3,2,4,988,5,0,0,988,1,2,1,4,1721,0,0,1721,1.0,0.0,2,0,3,1,3,7,4,2,4,2,1960.0,2,2,626,4,4,2,50,84,0,0,0,0,3,4,4,0,12,2008,8,0,0.0,1
2148,50,3,63.0,8375,1,2,3,3,0,0,0,19,2,2,0,0,5,7,1941,1973,1,0,13,14,3,0.0,3,4,0,3,3,3,0,336,5,0,240,576,1,2,1,4,864,486,0,1350,1.0,0.0,1,1,2,1,2,6,2,0,5,0,1973.0,2,3,627,4,4,0,0,0,0,0,0,0,3,2,4,0,6,2008,8,4,0.0,1
2149,80,3,0.0,10200,1,2,3,3,0,4,0,19,2,2,0,7,5,8,1970,1970,3,0,6,6,3,0.0,3,2,2,2,3,0,0,704,5,0,160,864,1,0,1,4,904,0,0,904,0.0,0.0,1,0,3,1,2,5,6,0,5,0,1979.0,2,3,912,4,4,2,143,0,0,0,0,0,3,2,4,0,6,2008,8,4,0.0,1
2150,20,3,82.0,20270,1,2,0,3,0,1,0,4,2,2,0,2,7,6,1979,1979,1,0,9,10,3,0.0,3,4,1,2,3,1,2,599,5,0,925,1524,1,4,1,4,1524,0,0,1524,1.0,0.0,2,0,3,1,3,7,6,2,2,1,1979.0,0,2,478,4,4,2,140,0,0,0,0,0,3,4,4,0,4,2008,8,4,0.0,1
2151,50,3,50.0,5190,1,2,3,3,0,4,0,7,2,2,0,0,7,5,1948,1950,1,0,3,10,3,0.0,3,4,1,3,3,3,5,0,5,0,570,570,1,4,1,4,617,462,0,1079,0.0,0.0,1,0,2,1,3,5,6,1,2,1,1948.0,2,1,249,4,4,2,135,0,0,0,0,0,3,4,4,0,1,2008,8,4,0.0,1
2152,30,3,85.0,19550,1,2,3,3,0,4,0,7,2,2,0,2,5,7,1940,2007,0,4,15,16,3,0.0,3,4,2,3,3,1,0,1035,5,0,545,1580,1,0,1,4,1518,0,0,1518,1.0,0.0,1,0,2,1,1,5,6,2,2,6,0.0,3,0,0,5,5,2,0,39,0,0,0,0,3,4,4,0,1,2008,8,4,0.0,1
2153,20,3,68.0,9571,1,2,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,3,0,13,14,3,0.0,3,4,1,3,3,0,4,870,5,0,639,1509,1,4,1,0,1509,0,0,1509,1.0,0.0,1,0,3,1,2,6,6,1,4,1,1956.0,2,1,322,4,4,2,158,0,0,0,576,0,3,2,4,0,7,2008,8,4,0.0,1
2154,90,3,50.0,9350,1,2,3,3,0,4,0,7,2,2,2,6,5,5,1975,1975,1,0,6,6,3,0.0,3,4,2,2,3,0,2,864,5,0,0,864,1,1,0,4,864,0,0,864,1.0,0.0,1,0,2,1,3,4,6,0,5,6,0.0,3,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,4,2008,8,4,0.0,1
2155,60,3,50.0,9360,1,2,3,3,0,0,0,7,2,2,0,5,6,8,1962,2001,1,0,12,13,0,216.0,2,4,1,3,3,3,4,324,5,0,297,621,1,4,1,4,621,648,0,1269,0.0,0.0,1,1,3,1,3,7,6,0,5,5,1962.0,2,1,280,4,4,2,0,236,0,0,0,0,3,1,4,0,11,2008,8,4,0.0,1
2156,60,3,0.0,9771,1,2,2,3,0,0,0,20,2,2,0,5,6,5,1995,2002,1,0,6,6,1,190.0,2,4,2,2,3,3,3,779,5,0,298,1077,1,0,1,4,1093,1721,0,2814,0.0,1.0,2,1,4,1,2,9,6,1,4,3,1995.0,0,2,614,4,4,2,48,32,0,0,216,0,3,0,4,0,6,2008,8,4,0.0,1
2157,20,3,80.0,9938,1,2,3,3,0,4,0,20,2,2,0,2,7,5,1994,1994,1,0,6,6,1,251.0,2,4,2,2,3,3,2,1271,5,0,331,1602,1,0,1,4,1626,0,0,1626,1.0,0.0,2,1,3,1,2,7,6,1,4,1,1994.0,1,2,534,4,4,2,424,40,0,0,0,0,3,4,4,0,4,2008,8,4,0.0,1
2158,60,3,0.0,14171,1,2,1,3,0,1,0,20,2,2,0,5,7,5,1993,1994,1,0,12,13,3,0.0,2,4,2,2,3,3,2,355,5,0,457,812,1,0,1,4,1101,1099,0,2200,0.0,0.0,2,1,4,1,2,9,6,1,4,1,1993.0,1,2,453,4,4,2,168,98,0,0,0,0,3,4,4,0,12,2008,8,4,0.0,1
2159,80,3,85.0,10541,1,2,0,3,0,0,0,20,2,2,0,7,7,5,1996,1996,1,0,12,13,3,0.0,2,4,2,2,3,0,5,0,5,0,672,672,1,0,1,4,1302,735,0,2037,0.0,0.0,2,1,3,1,2,8,6,1,4,1,1996.0,0,2,472,4,4,2,100,33,0,0,0,0,3,4,4,0,2,2008,8,4,0.0,1
2160,60,3,65.0,10616,1,2,0,3,0,4,0,5,2,2,0,5,7,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,628,628,1,0,1,4,628,728,0,1356,0.0,0.0,2,1,3,1,2,6,6,1,2,3,2007.0,0,2,484,4,4,2,100,24,0,0,0,0,3,4,4,0,3,2008,6,5,0.0,1
2161,20,3,65.0,9345,1,2,0,3,0,4,0,5,2,2,0,2,8,5,2007,2007,1,0,12,13,2,156.0,2,4,2,2,3,0,5,0,5,0,1615,1615,1,0,1,4,1615,0,0,1615,0.0,0.0,2,0,3,1,2,7,6,1,2,1,2007.0,1,3,864,4,4,2,168,30,0,0,0,0,3,4,4,0,5,2008,8,4,0.0,1
2162,20,3,91.0,11778,1,2,3,3,0,4,0,5,2,2,0,2,9,5,2008,2008,3,0,12,13,2,554.0,2,4,2,2,3,1,2,2085,5,0,186,2271,1,0,1,4,2276,0,0,2276,1.0,0.0,2,0,3,1,0,7,6,2,2,1,2008.0,1,3,1348,2,4,2,0,0,70,0,255,0,3,4,4,0,6,2008,8,0,0.0,1
2163,20,3,91.0,11778,1,2,3,3,0,4,0,5,4,2,0,2,9,5,2008,2008,3,0,12,13,2,402.0,0,4,2,0,3,0,2,1153,5,0,598,1751,1,0,1,4,1766,0,0,1766,1.0,0.0,2,1,3,1,0,8,6,2,2,1,2008.0,0,3,874,4,4,2,216,36,0,0,0,0,3,4,4,0,12,2008,6,5,0.0,1
2164,80,3,0.0,11454,1,2,1,3,0,0,0,20,2,2,0,7,8,5,1995,1995,1,0,12,13,1,302.0,2,4,2,2,3,1,2,770,5,0,631,1401,1,0,1,4,1511,0,0,1511,1.0,0.0,2,0,3,1,2,6,6,1,1,1,1995.0,0,3,811,4,4,2,168,42,0,0,0,0,3,4,4,0,2,2008,8,4,0.0,1
2165,20,3,0.0,11500,1,2,0,0,0,1,0,4,2,2,0,2,6,6,1966,1966,0,4,9,10,3,0.0,3,4,1,2,1,1,3,262,0,723,197,1182,1,0,1,4,1643,0,0,1643,1.0,0.0,2,0,2,1,3,6,6,1,2,1,1966.0,2,2,438,4,4,2,339,0,0,0,0,0,3,4,4,0,3,2008,8,4,0.0,1
2166,20,3,65.0,9750,1,2,3,2,0,4,1,5,2,2,0,2,5,7,1994,1994,1,0,12,13,3,0.0,3,4,2,2,3,3,2,722,5,0,268,990,1,0,1,4,990,0,0,990,1.0,0.0,1,0,3,1,3,5,6,0,5,5,1997.0,2,2,528,4,4,2,168,0,0,0,0,0,3,4,4,0,8,2008,8,4,0.0,1
2167,20,3,0.0,8696,1,2,0,3,0,4,0,5,2,2,0,2,7,5,1997,1998,1,0,12,13,1,150.0,3,4,2,2,3,1,2,1308,5,0,110,1418,1,0,1,4,1418,0,0,1418,1.0,0.0,2,0,3,1,2,5,6,1,4,1,1997.0,1,2,558,4,4,2,208,110,0,0,0,0,3,4,4,0,5,2008,8,4,0.0,1
2168,60,3,0.0,13142,1,2,0,3,0,0,0,5,4,2,0,5,6,5,1997,1997,1,0,12,13,1,128.0,3,4,2,2,3,3,2,688,5,0,176,864,1,0,1,4,872,899,0,1771,1.0,0.0,2,1,3,1,2,6,6,0,5,1,1997.0,1,2,600,4,4,2,0,96,0,0,0,0,3,4,4,0,7,2008,8,4,0.0,1
2169,60,3,68.0,8998,1,2,0,3,0,4,0,5,2,2,0,5,7,5,2000,2000,1,0,12,13,1,120.0,2,4,2,2,3,2,2,527,5,0,255,782,1,0,1,4,782,870,0,1652,0.0,0.0,2,1,3,1,2,6,6,0,5,1,2000.0,1,2,532,4,4,2,0,70,0,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2170,60,3,75.0,12192,1,2,0,3,0,4,0,5,2,2,0,5,7,5,2000,2001,1,0,12,13,3,0.0,2,4,2,2,3,3,2,663,5,0,265,928,1,0,1,4,928,895,0,1823,1.0,0.0,2,1,3,1,2,6,6,0,5,1,2000.0,1,2,626,4,4,2,192,36,0,0,0,0,3,4,2,4500,5,2008,8,4,0.0,1
2171,20,3,0.0,12250,1,2,0,3,0,4,0,5,2,2,0,2,5,6,1978,1978,1,0,6,6,1,180.0,3,4,1,2,3,2,0,781,5,0,83,864,1,0,1,4,1174,0,0,1174,1.0,0.0,1,0,3,1,3,5,6,0,5,1,1978.0,2,2,528,4,4,2,211,0,280,0,0,0,3,4,4,0,5,2008,8,4,0.0,1
2172,20,3,0.0,9216,1,2,0,3,0,4,0,5,2,2,0,2,5,6,1975,1975,1,0,6,6,1,176.0,3,4,1,3,3,0,0,294,5,0,782,1076,1,4,1,4,1076,0,0,1076,0.0,0.0,1,1,3,1,3,5,6,1,1,5,1985.0,2,2,576,4,4,2,0,0,0,0,0,0,3,2,4,0,9,2008,8,0,0.0,1
2173,20,3,40.0,14330,1,2,0,3,0,1,0,5,2,2,0,2,5,6,1975,2001,1,0,9,14,3,0.0,3,4,1,3,3,3,4,88,0,596,180,864,1,4,1,4,1558,0,0,1558,1.0,0.0,2,0,2,1,3,5,3,0,5,1,1975.0,0,2,440,4,4,2,140,0,239,0,227,0,3,4,4,0,8,2008,8,4,0.0,1
2174,60,3,0.0,10400,1,2,3,3,0,4,0,5,2,2,0,5,7,5,2001,2001,1,0,12,13,1,227.0,2,4,2,2,3,3,5,0,5,0,1257,1257,1,0,1,4,1290,871,0,2161,0.0,0.0,2,1,3,1,2,8,6,1,4,1,2001.0,1,2,570,4,4,2,0,84,0,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2175,60,3,0.0,9720,1,2,0,3,0,1,0,5,2,2,0,5,9,5,2001,2002,1,0,12,13,1,134.0,2,4,2,2,3,2,2,1194,5,0,163,1357,1,0,1,4,1366,581,0,1947,1.0,0.0,2,1,3,1,2,7,6,1,4,3,2001.0,0,3,725,4,4,2,168,116,0,0,0,0,3,4,4,0,1,2008,8,4,0.0,1
2176,20,3,0.0,14860,1,2,1,3,0,1,0,5,2,2,0,2,8,5,2002,2003,3,0,12,13,1,240.0,2,4,2,0,3,1,2,1538,5,0,240,1778,1,0,1,4,1786,0,0,1786,1.0,0.0,2,0,3,1,2,6,6,1,2,1,2002.0,1,3,715,4,4,2,182,35,0,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2177,60,3,41.0,10905,1,2,1,3,0,1,0,5,2,2,0,5,7,5,2003,2003,1,0,12,13,3,0.0,2,4,2,2,3,3,5,0,5,0,1129,1129,1,0,1,4,1129,1198,0,2327,0.0,0.0,2,1,4,1,2,9,6,1,2,3,2003.0,1,2,596,4,4,2,0,57,0,0,0,0,3,4,4,0,8,2008,8,4,0.0,1
2178,60,3,96.0,11690,1,2,0,3,0,4,0,5,2,2,0,5,8,5,1999,2000,1,0,12,13,1,192.0,2,4,2,2,3,0,5,0,5,0,850,850,1,0,1,4,886,878,0,1764,0.0,0.0,2,1,3,1,2,7,6,1,4,1,1999.0,2,2,560,4,4,2,120,29,0,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2179,120,4,0.0,4426,1,2,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,0,12,13,1,205.0,2,4,2,2,3,2,2,662,5,0,186,848,1,0,1,4,848,0,0,848,1.0,0.0,1,0,1,1,2,3,6,0,5,1,2004.0,1,2,420,4,4,2,140,0,0,0,0,0,3,4,4,0,2,2008,8,4,0.0,1
2180,90,4,83.0,10126,1,2,3,3,0,0,0,5,2,2,2,6,6,5,1997,1998,1,0,12,13,3,0.0,3,2,2,2,3,1,2,1593,3,162,83,1838,1,0,1,4,1838,0,0,1838,2.0,0.0,2,0,2,2,3,8,6,0,5,1,1998.0,2,3,721,4,4,2,160,67,0,0,0,0,3,4,4,0,7,2008,8,0,0.0,1
2181,20,3,75.0,9750,1,2,3,3,0,4,0,5,2,2,0,2,7,5,2004,2004,1,0,12,13,2,50.0,2,4,2,2,3,2,2,24,5,0,1421,1445,1,0,1,4,1445,0,0,1445,0.0,0.0,2,0,3,1,2,6,6,0,5,1,2004.0,2,2,470,4,4,2,0,35,0,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2182,20,3,85.0,11058,1,2,3,3,0,0,0,5,2,2,0,2,7,6,2007,2007,1,0,12,13,2,212.0,2,4,2,2,3,3,2,56,5,0,1508,1564,1,0,1,4,1564,0,0,1564,0.0,0.0,2,0,3,1,2,6,6,0,5,1,2007.0,1,3,814,4,4,2,0,24,0,0,0,0,3,4,4,0,2,2008,8,4,0.0,1
2183,20,3,74.0,9627,1,2,3,3,0,4,0,5,2,2,0,2,7,5,2007,2007,1,0,12,13,3,0.0,2,4,2,2,3,0,2,24,5,0,1327,1351,1,0,1,4,1361,0,0,1361,0.0,0.0,2,0,3,1,2,6,6,0,5,1,2007.0,1,2,610,4,4,2,0,50,0,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
2184,20,3,75.0,9825,1,2,3,3,0,4,0,7,2,2,0,2,5,5,1966,1966,3,0,6,6,3,0.0,3,4,1,3,3,3,4,609,5,0,483,1092,1,4,1,4,1092,0,0,1092,0.0,0.0,1,0,3,1,3,6,6,0,5,1,1966.0,2,1,264,4,4,2,259,0,0,0,161,0,3,2,4,0,4,2008,0,0,0.0,1
2185,85,3,64.0,12102,1,2,3,3,0,4,0,7,2,2,0,6,5,5,1976,1976,1,0,6,10,1,222.0,3,4,1,2,1,1,0,456,5,0,0,456,1,0,1,4,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,6,0,5,3,1976.0,1,2,504,1,4,2,224,0,0,0,0,0,3,4,4,0,4,2008,8,3,0.0,1
2186,20,3,65.0,6500,1,2,3,3,0,4,0,7,2,2,0,2,6,6,1976,1976,3,0,6,10,1,84.0,3,4,1,3,4,3,1,1033,5,0,94,1127,1,4,1,4,1127,0,0,1127,0.0,1.0,1,1,3,1,3,6,6,1,3,5,1991.0,2,2,480,4,4,2,0,0,138,0,0,0,3,4,4,0,5,2008,8,4,0.0,1
2187,80,3,0.0,9638,1,2,0,3,0,1,0,7,2,2,0,7,6,6,1977,1977,3,0,9,10,3,0.0,3,4,1,3,3,0,0,368,4,120,541,1029,1,4,1,4,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,6,1,1,1,1977.0,1,2,542,4,4,2,292,0,0,0,0,0,3,4,4,0,11,2008,8,4,0.0,1
2188,60,3,72.0,7200,1,2,3,3,0,4,0,7,2,2,0,5,6,7,1976,2001,3,0,9,10,3,0.0,3,4,1,3,3,0,0,288,5,0,396,684,1,4,1,4,684,714,0,1398,0.0,0.0,1,1,3,1,3,6,6,1,4,1,1976.0,0,2,440,4,4,2,0,0,0,0,0,0,3,2,4,0,2,2008,8,4,0.0,1
2189,20,3,123.0,47007,1,2,0,3,0,4,0,7,2,2,0,2,5,7,1959,1996,1,0,9,10,3,0.0,3,4,3,4,4,4,6,0,6,0,0,0,1,4,1,4,3820,0,0,3820,0.0,0.0,3,1,5,1,0,11,6,2,2,1,1959.0,2,2,624,4,4,2,0,372,0,0,0,0,3,4,4,0,7,2008,8,4,0.0,1
2190,90,3,65.0,6012,1,2,3,3,0,0,0,7,2,2,2,2,4,5,1955,1955,1,0,0,10,3,0.0,3,1,2,4,4,4,6,0,6,0,0,0,1,4,0,4,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,6,0,5,6,0.0,3,0,0,5,5,0,0,0,0,0,0,0,3,4,4,0,6,2008,8,1,0.0,1
2191,90,3,74.0,6845,1,2,3,3,0,4,0,7,2,2,2,2,4,5,1955,1955,1,0,14,15,0,58.0,3,4,3,4,4,4,6,0,6,0,0,0,1,4,0,1,1152,0,0,1152,0.0,0.0,2,0,2,2,3,6,6,0,5,6,0.0,3,0,0,5,5,0,0,0,0,0,0,0,3,4,4,0,7,2008,8,4,0.0,1
2192,190,3,56.0,6931,1,2,3,3,0,4,0,7,2,2,1,2,4,5,1955,1955,3,0,13,14,3,0.0,3,4,1,3,3,0,0,784,5,0,0,784,1,4,0,2,784,0,0,784,1.0,0.0,1,0,2,1,3,4,6,0,5,6,0.0,3,0,0,5,5,2,112,0,0,0,0,0,3,4,4,0,5,2008,8,4,0.0,1
2193,50,3,60.0,12180,1,2,3,3,0,4,0,7,2,2,0,0,5,7,1938,2007,1,0,13,14,3,0.0,3,4,2,3,3,3,5,0,5,0,585,585,1,2,1,1,585,468,0,1053,0.0,0.0,1,1,2,1,0,5,6,0,5,6,0.0,3,0,0,5,5,0,42,0,0,0,0,0,3,4,4,0,1,2008,8,3,0.0,1
2194,50,3,57.0,8050,1,2,3,3,0,4,0,7,2,2,0,0,5,8,1947,1993,1,0,8,8,3,0.0,3,2,3,4,4,4,6,0,6,0,0,0,1,2,1,4,929,208,0,1137,0.0,0.0,1,1,4,1,3,8,2,0,5,6,0.0,3,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,4,2008,8,4,0.0,1
2195,20,3,68.0,9520,1,2,3,0,0,4,1,7,2,2,0,2,4,5,1953,1953,1,0,8,8,2,115.0,3,4,1,2,3,3,4,767,5,0,144,911,1,4,1,4,930,0,0,930,0.0,0.0,1,0,2,1,3,5,6,0,5,1,1953.0,1,1,286,4,4,2,134,0,0,0,0,0,3,2,0,3000,5,2008,8,4,0.0,1
2196,80,3,62.0,7692,1,2,3,0,0,4,1,7,2,2,0,7,4,6,1954,1954,1,0,13,14,3,0.0,3,4,1,0,3,0,5,0,5,0,416,416,1,2,1,0,1204,0,0,1204,0.0,0.0,1,0,3,1,3,6,6,0,5,2,1954.0,2,1,312,4,4,2,0,0,0,0,0,0,3,4,4,0,11,2008,8,0,0.0,1
2197,30,3,67.0,5142,1,2,3,3,0,4,0,7,2,2,0,0,4,7,1923,2008,1,0,13,14,3,0.0,3,4,2,3,3,3,0,224,5,0,725,949,1,4,1,4,949,343,0,1292,0.0,0.0,1,1,3,1,2,6,6,0,5,5,1923.0,2,1,205,4,4,0,0,0,183,0,0,0,3,4,4,0,6,2008,8,4,0.0,1
